0,1,0.5,10,17,33333,100Kbps,64,0,1
1,0,0.5,10,17,33333,100Kbps,64,0,1
1,2,0.5,10,17,33333,100Kbps,64,0,1
2,1,0.5,10,17,33333,100Kbps,64,0,1
0,3,0.5,10,17,33333,100Kbps,64,0,1
3,0,0.5,10,17,33333,100Kbps,64,0,1
3,4,0.5,10,17,33333,100Kbps,64,0,1
4,3,0.5,10,17,33333,100Kbps,64,0,1
2,4,0.5,10,17,33333,100Kbps,64,0,1
4,2,0.5,10,17,33333,100Kbps,64,0,1
0,2,1.0,0,6,22222,0,0,37500000,1
1,2,2.0,2.02,17,20000,3Mbps,1400,0,100
1,2,2.03,2.05,17,20000,3Mbps,1400,0,100
1,2,2.06,2.08,17,20000,3Mbps,1400,0,100
1,2,2.09,2.011,17,20000,3Mbps,1400,0,100
1,2,2.012,2.014,17,20000,3Mbps,1400,0,100
